,Company,Specific Bean Origin,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,price(100g)
1716,Videri,Dark,2013,90.0,U.S.A.,75.0,Blend,Central and S. America,168750.0
1719,Vintage Plantations,San Martin,2014,75.0,U.S.A.,60.0,Blend,Peru,112500.0
1720,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,100.0,U.S.A.,40.0,Forastero (Arriba),Ecuador,100000.0
1721,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,90.0,U.S.A.,40.0,Forastero (Arriba),Ecuador,90000.0
1722,Vintage Plantations (Tulicorp),"Los Rios, Rancho Grande 2004/2007",2007,75.0,U.S.A.,60.0,Forastero (Arriba),Ecuador,112500.0
1724,Violet Sky,Sambirano Valley,2015,77.0,U.S.A.,55.00000000000001,Trinitario,Madagascar,116462.50000000003
1725,Violet Sky,Moho River Valley,2015,77.0,U.S.A.,60.0,"Criollo, Trinitario",Belize,127050.00000000001
1726,Violet Sky,Cuyagua,2015,77.0,U.S.A.,60.0,Criollo,Venezuela,115500.0
1727,Violet Sky,Peru,2015,77.0,U.S.A.,65.0,"Criollo, Trinitario",Peru,137637.5
1728,Violet Sky,Cahabon,2015,77.0,U.S.A.,55.00000000000001,Trinitario,Guatemala,116462.50000000003
1734,Whittakers,Ghana,2011,72.0,New Zealand,50.0,Forastero,Ghana,90000.0
1735,Wilkie's Organic,Amazonas,2013,75.0,Ireland,50.0,Criollo,Peru,93750.0
1736,Wilkie's Organic,Amazonas,2013,89.0,Ireland,55.00000000000001,Criollo,Peru,122375.00000000001
1737,Wilkie's Organic,Tumbes,2013,75.0,Ireland,65.0,Criollo,Peru,121875.0
1738,Wilkie's Organic,Amazonas w/ nibs,2013,75.0,Ireland,55.00000000000001,Criollo,Peru,103125.00000000001
1740,Willie's Cacao,Los Llanos,2014,88.0,U.K.,60.0,Trinitario,Colombia,145200.0
1741,Willie's Cacao,"Java, Indonesian Black",2013,100.0,U.K.,45.0,Blend,Indonesia,112500.0
1742,Willie's Cacao,Sambirano,2010,71.0,U.K.,60.0,Trinitario,Madagascar,117150.00000000001
1743,Willie's Cacao,Hacienda Las Trincheras,2010,72.0,U.K.,70.0,Blend,Venezuela,126000.0
1746,Willie's Cacao,Rio Caribe,2009,72.0,U.K.,65.0,Trinitario,Venezuela,128700.00000000001
1747,Wm,"Guasare, Zulia Prov., 2015, batch 124",2016,74.0,U.S.A.,60.0,Criollo,Venezuela,111000.0
1748,Wm,"Wild Beniano, 2016, batch 128, Heirloom",2016,76.0,U.S.A.,70.0,Blend,Bolivia,133000.0
1749,Wm,"Ghana, 2013, batch 129",2016,75.0,U.S.A.,75.0,Blend,Ghana,140625.0
1769,Zart Pralinen,San Juan Estate,2016,85.0,Austria,55.00000000000001,Trinitario,Trinidad,128562.50000000003
1770,Zart Pralinen,"Kakao Kamili, Kilombero Valley",2016,85.0,Austria,60.0,"Criollo, Trinitario",Tanzania,140250.0
1772,Zart Pralinen,"San Juan Estate, Gran Couva",2016,78.0,Austria,70.0,Trinitario,Trinidad,150150.0
1773,Zokoko,Guadalcanal,2016,78.0,Australia,75.0,Blend,Solomon Islands,146250.0
1777,Zokoko,"Tranquilidad, Baures",2011,72.0,Australia,75.0,Blend,Bolivia,135000.0
1778,Zotter,Raw,2014,80.0,Austria,55.00000000000001,Blend,Other,110000.00000000001
1779,Zotter,"Bocas del Toro, Cocabo Co-op",2012,72.0,Austria,70.0,Blend,Panama,126000.0
1784,Zotter,El Oro,2012,75.0,Austria,60.0,Forastero (Nacional),Ecuador,112500.0
1785,Zotter,Huiwani Coop,2012,75.0,Austria,60.0,"Criollo, Trinitario",Papua New Guinea,123750.00000000001
1786,Zotter,El Ceibo Coop,2012,90.0,Austria,65.0,Blend,Bolivia,146250.0
